id	semantic_groups	preflabel	synonyms	description
HP:0002823	DISO	Abnormality of femur morphology	NA	NA
FBbt:00005182PHENOTYPE	DISO	microchaeta phenotype	NA	NA
MP:0011088	DISO	neonatal lethality, incomplete penetrance	NA	NA
MP:0001545	DISO	abnormal hematopoietic system physiology	NA	NA
MP:0011093	DISO	embryonic lethality at implantation, complete penetrance	NA	NA
MP:0030026	DISO	small Meckel's cartilage	NA	NA
MP:0008946	DISO	abnormal neuron number	NA	NA
ZP:0010906	DISO	abnormal(ly) has extra parts of type macula utricle towards tether cell	NA	NA
MP:0009866	DISO	abnormal aorta wall morphology	NA	NA
MONARCH:APO_0000128APO_0000003	GENO	peroxisomal transport:decreased	NA	NA
AQTLTrait:1034	DISO	Milk fat percentage (daughter deviation)	NA	NA
ZP:0002008	DISO	abnormal(ly) morphology gut	NA	NA
:.well-known/genid/mgiseqaltkey862794	GENO	tm1b(EUCOMM)Wtsi	NA	NA
GO:1902882PHENOTYPE	PHYS	regulation of response to oxidative stress phenotype	NA	NA
MP:0002209	DISO	decreased germ cell number	NA	NA
ClinVarVariant:489203	VARI	NM_018297.3(NGLY1):c.1789+5G>A	NA	NA
MP:0005605	DISO	increased bone mass	NA	NA
WBPhenotype:0000055	DISO	early larval arrest	NA	NA
ZP:0002470	DISO	abnormal(ly) rough integument	NA	NA
HP:0000581	DISO	Blepharophimosis	NA	NA
MP:0004046	DISO	abnormal mitosis	NA	NA
WBPhenotype:0000039	DISO	life span variant	NA	NA
GO:0060026PHENOTYPE	PHYS	convergent extension phenotype	NA	NA
WBPhenotype:0000436	DISO	protein subcellular localization variant	NA	NA
ZP:0002184	DISO	abnormal(ly) disrupted midbrain development	NA	NA
ZP:0003184	DISO	abnormal(ly) aplastic dorsal longitudinal anastomotic vessel	NA	NA
MP:0002102	DISO	abnormal ear morphology	NA	NA
FBbt:00005744PHENOTYPE	DISO	Drosophila embryonic dorsal epidermis phenotype	NA	NA
MP:0002533	DISO	abnormal type III hypersensitivity reaction	NA	NA
WBPhenotype:0000646	DISO	sluggish	NA	NA
ZP:0010571	DISO	abnormal(ly) decreased process quality Wnt signaling pathway	NA	NA
ZP:0000570	DISO	abnormal(ly) quality gut	NA	NA
MP:0000352	DISO	decreased cell proliferation	NA	NA
ZP:0000012	DISO	abnormal(ly) morphology somite	NA	NA
MP:0006394	DISO	abnormal vertebral epiphyseal plate morphology	NA	NA
MP:0005459	DISO	decreased percent body fat/body weight	NA	NA
MP:0012361	DISO	decreased large unstained cell number	NA	NA
FBbt:00001827PHENOTYPE	DISO	Drosophila spiracular histoblast nest abdominal 1 phenotype	NA	NA
FBbt:00001371PHENOTYPE	DISO	Drosophila neuroblast NB1-1 phenotype	NA	NA
ZP:0004920	DISO	abnormal(ly) disrupted ion homeostasis	NA	NA
GO:0021587PHENOTYPE	PHYS	cerebellum morphogenesis phenotype	NA	NA
GO:0005811PHENOTYPE	PHYS	lipid particle phenotype	NA	NA
MP:0004675	DISO	rib fractures	NA	NA
MP:0009931	DISO	abnormal skin appearance	NA	NA
FBbt:00004650PHENOTYPE	DISO	tarsal segment 3 phenotype	NA	NA
ZP:0008933	DISO	abnormal(ly) arrested neural tube closure	NA	NA
GO:0030017PHENOTYPE	PHYS	sarcomere phenotype	NA	NA
ZP:0010908	DISO	abnormal(ly) lacks parts or has fewer parts of type otic vesicle towards auditory epithelial support cell	NA	NA
HP:0001098	DISO	Abnormal fundus morphology	NA	NA
HP:0011329	DISO	Abnormality of cranial sutures	NA	NA
MP:0030383	DISO	small presphenoid bone	NA	NA
HP:0040115	DISO	Abnormality of the Eustachian tube	NA	NA
MP:0010043	DISO	abnormal frontonasal suture morphology	NA	NA
MP:0009232	DISO	abnormal sperm nucleus morphology	NA	NA
FBbt:00001842PHENOTYPE	DISO	embryonic/larval digestive system phenotype	NA	NA
ZFIN:ZDB-GENE-100624-2	GENE	ccdc136a	NA	NA
HP:0012465	DISO	Elevated hepatic iron concentration	NA	NA
FBbt:00000460PHENOTYPE	DISO	midgut constriction 3 phenotype	NA	NA
HP:0006274	DISO	Reduced pancreatic beta cells	NA	NA
MP:0006270	DISO	abnormal mammary gland growth during lactation	NA	NA
MP:0002062	DISO	abnormal associative learning	NA	NA
MP:0002741	DISO	small olfactory bulb	NA	NA
FBbt:00001882PHENOTYPE	DISO	Drosophila embryonic/larval midgut phenotype	NA	NA
MONARCH:APO_0000060APO_0000002	GENO	colony appearance:abnormal	NA	NA
MP:0011572	DISO	abnormal aorta bulb morphology	NA	NA
MP:0010948	DISO	abnormal double-strand DNA break repair	NA	NA
:.well-known/genid/person-3375-1	GENO	affected male proband with Congenital disorder of deglycosylation	NA	NA
MP:0006038	DISO	increased mitochondrial fission	NA	NA
FBbt:00000234PHENOTYPE	DISO	Drosophila lateral trunk anterior branch phenotype	NA	NA
FBcv:0000411	DISO	visual behavior defective	NA	NA
HP:0001981	DISO	Schistocytosis	NA	NA
FBbt:00003693PHENOTYPE	DISO	mushroom body beta-lobe phenotype	NA	NA
MP:0001825	DISO	arrested T cell differentiation	NA	NA
ClinVarVariant:382085	VARI	NM_018297.3(NGLY1):c.1261-11A>G	NA	NA
WBPhenotype:0000040	DISO	one cell arrest early emb	NA	NA
MONARCH:APO_0000310APO_0000003	GENO	growth in exponential phase:decreased	NA	NA
MP:0000399	DISO	increased curvature of guard hairs	NA	NA
FBbt:00005131PHENOTYPE	DISO	Drosophila dopaminergic neuron phenotype	NA	NA
MP:0013458	DISO	decreased eccrine gland number	NA	NA
MP:0006254	DISO	thin cerebral cortex	NA	NA
HP:0001593	DISO	Maxillary lateral incisor microdontia	NA	NA
FBcv:0000392	DISO	hyperactive	NA	NA
FBbt:00003679PHENOTYPE	DISO	Drosophila fan-shaped body phenotype	NA	NA
FBcv:0000724	DISO	hypoplasia	NA	NA
MP:0002113	DISO	abnormal skeleton development	NA	NA
MP:0003932	DISO	abnormal molar crown morphology	NA	NA
MP:0005367	DISO	renal/urinary system phenotype	NA	NA
MP:0009378	DISO	abnormal endoplasmic reticulum morphology	NA	NA
MP:0002798	DISO	abnormal active avoidance behavior	NA	NA
ZP:0002563	DISO	abnormal(ly) hydrocephalic head	NA	NA
ZP:0000637	DISO	abnormal(ly) curved post-vent region	NA	NA
FBcv:0000448	DISO	immune response defective	NA	NA
MP:0003224	DISO	neuron degeneration	NA	NA
MP:0005425	DISO	increased macrophage cell number	NA	NA
ZP:0002765	DISO	abnormal(ly) morphology diencephalon	NA	NA
MP:0009363	DISO	abnormal secondary ovarian follicle morphology	NA	NA
WBPhenotype:0000289	DISO	uterus morphology variant	NA	NA
ZP:0003105	DISO	abnormal(ly) absent otic vesicle protrusion	NA	NA
MP:0009937	DISO	abnormal neuron differentiation	NA	NA
GO:0019233	PHYS	sensory perception of pain	NA	NA
FBbt:00004649PHENOTYPE	DISO	Drosophila tarsal segment 2 phenotype	NA	NA
GO:0002009PHENOTYPE	PHYS	morphogenesis of an epithelium phenotype	NA	NA
MP:0005381	DISO	digestive/alimentary phenotype	NA	NA
MONARCH:APO_0000339APO_0000003	GENO	ribophagy:decreased	NA	NA
MP:0008944	DISO	decreased sensitivity to induced cell death	NA	NA
WBPhenotype:0000291	DISO	no oocytes	NA	NA
MP:0010899	DISO	abnormal pulmonary alveolar system morphology	NA	NA
FBbt:00000935PHENOTYPE	DISO	Drosophila abdominal 7 lateral longitudinal muscle 1 phenotype	NA	NA
MP:0000585	DISO	kinked tail	NA	NA
MP:0011400	DISO	lethality, complete penetrance	NA	NA
MP:0010052	DISO	increased grip strength	NA	NA
WBPhenotype:0000219	DISO	vulval cell induction reduced	NA	NA
MP:0008872	DISO	abnormal physiological response to xenobiotic	NA	NA
WBPhenotype:0001375	DISO	transgene expression undetectable	NA	NA
ZP:0004008	DISO	abnormal(ly) decreased width cranial nerve II	NA	NA
MP:0002024	DISO	increased T cell derived lymphoma incidence	NA	NA
MP:0011471	DISO	decreased urine creatinine level	NA	NA
MP:0000249	DISO	abnormal blood vessel physiology	NA	NA
FBbt:00005326PHENOTYPE	DISO	stomodeal invagination phenotype	NA	NA
FBbt:00004640PHENOTYPE	DISO	leg phenotype	NA	NA
GO:0000278PHENOTYPE	PHYS	mitotic cell cycle phenotype	NA	NA
GO:0005815PHENOTYPE	PHYS	microtubule organizing center phenotype	NA	NA
ZP:0004877	DISO	abnormal(ly) morphology rhombomere	NA	NA
HP:0100547	DISO	Abnormality of forebrain morphology	NA	NA
AQTLTrait:1252	DISO	Milk myristic acid percentage	NA	NA
ZP:0011004	DISO	abnormal(ly) increased process quality neuron myelination	NA	NA
HP:0003026	DISO	Short long bone	NA	NA
HP:0012723	DISO	Sinoatrial block	NA	NA
HP:0004963	DISO	Calcification of the aorta	NA	NA
MP:0009859	DISO	eye opacity	NA	NA
ZP:0003101	DISO	abnormal(ly) disoriented pneumatic duct epithelial cell	NA	NA
FBbt:00001661PHENOTYPE	DISO	Drosophila genital disc primordium phenotype	NA	NA
FBbt:00001770PHENOTYPE	DISO	Drosophila ommatidial precursor cluster phenotype	NA	NA
FBbt:00001830PHENOTYPE	DISO	Drosophila spiracular histoblast nest abdominal 4 phenotype	NA	NA
MP:0006317	DISO	decreased urine sodium level	NA	NA
GO:0055016PHENOTYPE	PHYS	hypochord development phenotype	NA	NA
GO:0010634	PHYS	positive regulation of epithelial cell migration	NA	NA
MP:0009451	DISO	abnormal chromosomal synapsis	NA	NA
FBbt:00005662PHENOTYPE	DISO	embryonic central brain phenotype	NA	NA
MP:0000396	DISO	increased curvature of hairs	NA	NA
MP:0005602	DISO	decreased angiogenesis	NA	NA
FBbt:00005117PHENOTYPE	DISO	Drosophila t-bar phenotype	NA	NA
GO:0005764PHENOTYPE	PHYS	lysosome phenotype	NA	NA
MP:0005090	DISO	increased double-negative T cell number	NA	NA
MP:0002182	DISO	abnormal astrocyte morphology	NA	NA
WBPhenotype:0001941	DISO	rachis narrow	NA	NA
MP:0010850	DISO	increased effector memory CD8-positive, alpha-beta T cell number	NA	NA
FBbt:00004400PHENOTYPE	DISO	mesothoracic tarsal bristle longitudinal row 4 phenotype	NA	NA
ClinVarVariant:474230	VARI	NM_018297.3(NGLY1):c.636G>T (p.Ser212=)	NA	NA
FBcv:0000665	DISO	body size defective	NA	NA
MONARCH:APO_0000081APO_0000003	GENO	killer toxin resistance:decreased	NA	NA
FBcv:0000725	DISO	oxidative stress response defective	NA	NA
WBPhenotype:0000640	DISO	egg laying variant	NA	NA
ZP:0008609	DISO	abnormal(ly) disorganized neuron microtubule cytoskeleton	NA	NA
MP:0010897	DISO	abnormal bronchiole epithelium morphology	NA	NA
MP:0001284	DISO	absent vibrissae	NA	NA
FBbt:00000509PHENOTYPE	DISO	Drosophila prothoracic ventral transverse muscle 1 phenotype	NA	NA
MP:0000608	DISO	dissociated hepatocytes	NA	NA
MP:0004768	DISO	abnormal axonal transport	NA	NA
Coriell:GM25596	GENO	NIGMS-GM25596	NA	NA
:.well-known/genid/person-3259-1	GENO	affected male proband with Congenital disorder of deglycosylation	NA	NA
MP:0004901	DISO	decreased male germ cell number	NA	NA
GO:0007595PHENOTYPE	PHYS	lactation phenotype	NA	NA
MONARCH:APO_0000027APO_0000003	GENO	filamentous growth:decreased	NA	NA
MP:0005377	DISO	hearing/vestibular/ear phenotype	NA	NA
GO:0040036PHENOTYPE	PHYS	regulation of fibroblast growth factor receptor signaling pathway phenotype	NA	NA
ZP:0001268	DISO	abnormal(ly) mislocalised gut	NA	NA
WBPhenotype:0001177	DISO	embryo osmotic pressure sensitive early emb	NA	NA
MP:0002942	DISO	decreased circulating alanine transaminase level	NA	NA
MP:0002908	DISO	delayed wound healing	NA	NA
ClinVarVariant:385013	VARI	NM_018297.3(NGLY1):c.1869T>C (p.Gly623=)	NA	NA
MP:0009416	DISO	cardiac muscle degeneration	NA	NA
MP:0010898	DISO	abnormal pulmonary alveolus epithelium morphology	NA	NA
MP:0010771	DISO	integument phenotype	NA	NA
WBPhenotype:0000869	DISO	mitochondria morphology variant muscle	NA	NA
MP:0008222	DISO	decreased hippocampal commissure size	NA	NA
MP:0004179	DISO	transmission ratio distortion	NA	NA
FBbt:00000177PHENOTYPE	DISO	Drosophila embryonic abdominal segment 5 phenotype	NA	NA
ZP:0012158	DISO	abnormal(ly) accumulation cell towards forebrain ventricle	NA	NA
FBcv:0000388	DISO	gravitaxis defective	NA	NA
MP:0003871	DISO	abnormal myelin sheath morphology	NA	NA
MONARCH:APO_0000309APO_0000003	GENO	respiratory growth:decreased	NA	NA
FBbt:00002836PHENOTYPE	DISO	Drosophila abdominal 5 lateral pentascolopidial chordotonal organ lch5 phenotype	NA	NA
MP:0005571	DISO	decreased lactate dehydrogenase level	NA	NA
WBPhenotype:0001971	DISO	germ cell compartment anucleate	NA	NA
WBPhenotype:0000090	DISO	epidermis cuticle detached	NA	NA
FBbt:00000457PHENOTYPE	DISO	midgut constriction phenotype	NA	NA
MP:0005438	DISO	abnormal glycogen homeostasis	NA	NA
MP:0002177	DISO	abnormal outer ear morphology	NA	NA
MP:0008547	DISO	abnormal neocortex morphology	NA	NA
WBPhenotype:0000359	DISO	tunicamycin response variant	NA	NA
MP:0000968	DISO	abnormal sensory neuron innervation pattern	NA	NA
MP:0001274	DISO	curly vibrissae	NA	NA
MP:0004024	DISO	aneuploidy	NA	NA
WBPhenotype:0000645	DISO	roller	NA	NA
FBbt:00000325PHENOTYPE	DISO	embryonic/larval ganglionic branch phenotype	NA	NA
AQTLTrait:1096	DISO	Teat length	NA	NA
MP:0002673	DISO	abnormal sperm number	NA	NA
FBcv:0000404	DISO	smell perception defective	NA	NA
MGI:3783406	GENE	Aqp1<tm1Ask>/Aqp1<tm1Ask>; Aqp5<tm1Ask>/Aqp5<tm1Ask> [involves: C57BL/6J * CD-1]	NA	NA
MP:0011339	DISO	abnormal glomerular mesangium morphology	NA	NA
ClinVarVariant:474227	VARI	NM_018297.3(NGLY1):c.552C>T (p.Val184=)	NA	NA
MP:0010088	DISO	decreased circulating fructosamine level	NA	NA
WBPhenotype:0000033	DISO	developmental timing variant	NA	NA
ZP:0004871	DISO	abnormal(ly) morphology caudal tuberculum	NA	NA
MP:0002718	DISO	abnormal inner cell mass morphology	NA	NA
HP:0030809	DISO	Abnormal tongue morphology	NA	NA
FBbt:00005624PHENOTYPE	DISO	Drosophila embryonic/larval midgut primordium phenotype	NA	NA
MP:0004981	DISO	decreased neuronal precursor cell number	NA	NA
GO:0072014PHENOTYPE	PHYS	proximal tubule development phenotype	NA	NA
WBPhenotype:0001893	DISO	mitochondrial membrane potential reduced	NA	NA
FBbt:00004646PHENOTYPE	DISO	tarsal segment phenotype	NA	NA
FBbt:00004249PHENOTYPE	DISO	Drosophila humeral bristle phenotype	NA	NA
MP:0009186	DISO	decreased PP cell number	NA	NA
MP:0000628	DISO	abnormal mammary gland development	NA	NA
GO:0006979PHENOTYPE	PHYS	response to oxidative stress phenotype	NA	NA
MP:0012040	DISO	abnormal c wave shape	NA	NA
FBbt:00004980PHENOTYPE	DISO	dorsal hair phenotype	NA	NA
FBbt:00000434PHENOTYPE	DISO	Drosophila filzkorper phenotype	NA	NA
MP:0001928	DISO	abnormal ovulation	NA	NA
MP:0020321	DISO	increased vascular endothelial cell apoptosis	NA	NA
ZP:0006840	DISO	abnormal(ly) rough lens	NA	NA
MP:0005070	DISO	impaired natural killer cell mediated cytotoxicity	NA	NA
MP:0000229	DISO	abnormal megakaryocyte differentiation	NA	NA
MP:0001279	DISO	wavy vibrissae	NA	NA
MP:0009642	DISO	abnormal blood homeostasis	NA	NA
ZP:0002195	DISO	abnormal(ly) decreased mass density Mauthner neuron microtubule cytoskeleton	NA	NA
FBbt:00000459PHENOTYPE	DISO	Drosophila midgut constriction 2 phenotype	NA	NA
ZP:0003098	DISO	abnormal(ly) mislocalised sagitta	NA	NA
ZP:0005134	DISO	abnormal(ly) decreased length ethmoid cartilage	NA	NA
ZP:0000232	DISO	abnormal(ly) decreased contractility heart	NA	NA
MP:0003241	DISO	loss of cortex neurons	NA	NA
MP:0005348	DISO	increased T cell proliferation	NA	NA
ZP:0008927	DISO	abnormal(ly) decreased amount intermediate cell mass of mesoderm blood cell	NA	NA
MP:0011440	DISO	increased kidney cell proliferation	NA	NA
FBbt:00004873PHENOTYPE	DISO	female germline stem cell phenotype	NA	NA
FBcv:0002020	DISO	some die during P-stage	NA	NA
ZP:0004873	DISO	abnormal(ly) increased length somite 2	NA	NA
GO:0045604PHENOTYPE	PHYS	regulation of epidermal cell differentiation phenotype	NA	NA
ZP:0002468	DISO	abnormal(ly) increased occurrence cellular senescence	NA	NA
FBbt:00004921PHENOTYPE	DISO	spermathecum phenotype	NA	NA
MP:0008183	DISO	absent marginal zone B cells	NA	NA
WBPhenotype:0000088	DISO	body muscle displaced	NA	NA
GO:0033363	PHYS	secretory granule organization	NA	NA
MP:0004001	DISO	decreased hepatocyte proliferation	NA	NA
MP:0002216	DISO	abnormal seminiferous tubule morphology	NA	NA
MP:0000790	DISO	abnormal stratification in cerebral cortex	NA	NA
MP:0005390	DISO	skeleton phenotype	NA	NA
MP:0009871	DISO	abnormal aorta tunica adventitia morphology	NA	NA
ZP:0002191	DISO	abnormal(ly) decreased length trigeminal motor nucleus axon	NA	NA
MP:0013294	DISO	prenatal lethality prior to heart atrial septation	NA	NA
ZP:0000924	DISO	abnormal(ly) inverted ceratohyal cartilage	NA	NA
MP:0003204	DISO	decreased neuron apoptosis	NA	NA
FBbt:00000096PHENOTYPE	DISO	ventral furrow phenotype	NA	NA
FBbt:00001866PHENOTYPE	DISO	embryonic/larval pharynx phenotype	NA	NA
MP:0012307	DISO	impaired spatial learning	NA	NA
MP:0001363	DISO	increased anxiety-related response	NA	NA
ZP:0000829	DISO	abnormal(ly) decreased occurrence thigmotaxis	NA	NA
FBcv:0000378	DISO	grandchildless	NA	NA
FBbt:00001768PHENOTYPE	DISO	Drosophila eye disc phenotype	NA	NA
MP:0011724	DISO	ectopic cortical neuron	NA	NA
WBPhenotype:0000698	DISO	vulvaless	NA	NA
MONARCH:APO_0000143APO_0000002	GENO	chromosome/plasmid maintenance:abnormal	NA	NA
MP:0010964	DISO	increased compact bone volume	NA	NA
ZP:0004913	DISO	abnormal(ly) increased amount Mauthner neuron	NA	NA
ZP:0004004	DISO	abnormal(ly) decreased amount diencephalon cell	NA	NA
MP:0013519	DISO	decreased CD4-positive NK T cell number	NA	NA
MP:0000854	DISO	abnormal cerebellum development	NA	NA
FBbt:00004908PHENOTYPE	DISO	nurse follicle cell phenotype	NA	NA
MP:0013648	DISO	increased CD11b-high dendritic cell number	NA	NA
MONARCH:APO_0000307APO_0000003	GENO	anaerobic growth:decreased	NA	NA
MONARCH:APO_0000224APO_0000003	GENO	RNA accumulation:decreased	NA	NA
GO:0060325PHENOTYPE	PHYS	face morphogenesis phenotype	NA	NA
FBbt:00005649PHENOTYPE	DISO	embryonic somatic muscle phenotype	NA	NA
MP:0001155	DISO	arrest of spermatogenesis	NA	NA
ZP:0005836	DISO	abnormal(ly) decreased length Kupffer's vesicle motile cilium	NA	NA
WBPhenotype:0000816	DISO	neuron development variant	NA	NA
ZP:0002466	DISO	abnormal(ly) disrupted regulation of heart rate	NA	NA
MP:0006043	DISO	decreased apoptosis	NA	NA
GO:0030218PHENOTYPE	PHYS	erythrocyte differentiation phenotype	NA	NA
MP:0008413	DISO	decreased cellular sensitivity to oxidative stress	NA	NA
GO:0016234PHENOTYPE	PHYS	inclusion body phenotype	NA	NA
ZP:0006404	DISO	abnormal(ly) decreased size cranial cartilage	NA	NA
GO:0006783	PHYS	heme biosynthetic process	NA	NA
MP:0009322	DISO	increased splenocyte apoptosis	NA	NA
FBcv:0002037	DISO	majority die during embryonic stage	NA	NA
FBbt:00005812PHENOTYPE	DISO	Drosophila myotube phenotype	NA	NA
MP:0002944	DISO	increased lactate dehydrogenase level	NA	NA
FBcv:0000394	DISO	circadian rhythm defective	NA	NA
ClinVarVariant:381455	VARI	NM_018297.3(NGLY1):c.1722A>G (p.Gln574=)	NA	NA
WBPhenotype:0001102	DISO	mitotic spindle defective early emb	NA	NA
WBPhenotype:0002094	DISO	RAB-11 recycling endosome morphology variant	NA	NA
:.well-known/genid/MGI5692545GENO0000137	GENO	Aqp1<tm1b(EUCOMM)Wtsi>/<?>	NA	NA
GO:0060047PHENOTYPE	PHYS	heart contraction phenotype	NA	NA
GO:0005652PHENOTYPE	PHYS	nuclear lamina phenotype	NA	NA
WBPhenotype:0000438	DISO	retarded heterochronic variations	NA	NA
FBbt:00001668PHENOTYPE	DISO	Drosophila embryonic/larval lymph gland phenotype	NA	NA
FBbt:00002922PHENOTYPE	DISO	abdominal 2 ventral denticle belt phenotype	NA	NA
MONARCH:APO_0000080APO_0000004	GENO	stress resistance:increased	NA	NA
MP:0008148	DISO	abnormal sternocostal joint morphology	NA	NA
MONARCH:APO_0000204APO_0000004	GENO	hyperosmotic stress resistance:increased	NA	NA
MP:0000074	DISO	abnormal neurocranium morphology	NA	NA
FBbt:00004954PHENOTYPE	DISO	Drosophila spermatozoon phenotype	NA	NA
:.well-known/genid/person-3374-1	GENO	affected female proband with Congenital disorder of deglycosylation	NA	NA
ZP:0001652	DISO	abnormal(ly) decreased length neural plate	NA	NA
FBbt:00001871PHENOTYPE	DISO	Drosophila embryonic/larval proventriculus phenotype	NA	NA
FBbt:00000475PHENOTYPE	DISO	Drosophila dorsal acute muscle phenotype	NA	NA
MP:0003203	DISO	increased neuron apoptosis	NA	NA
FBbt:00004774PHENOTYPE	DISO	Drosophila 1st posterior cell phenotype	NA	NA
WBPhenotype:0001792	DISO	nuclei small	NA	NA
MP:0002753	DISO	dilated heart left ventricle	NA	NA
ZP:0000475	DISO	abnormal(ly) disrupted neural crest cell migration	NA	NA
MP:0001364	DISO	decreased anxiety-related response	NA	NA
WBPhenotype:0001569	DISO	body wall muscle myosin organization defective	NA	NA
WBPhenotype:0000704	DISO	excretory canal morphology variant	NA	NA
FBbt:00005089PHENOTYPE	DISO	Drosophila muscle attachment site phenotype	NA	NA
ZP:0000006	DISO	abnormal(ly) disrupted lateral mesoderm development	NA	NA
FBbt:00002907PHENOTYPE	DISO	abdominal 3 ventral monoscolopidial chordotonal organ vch1 phenotype	NA	NA
MP:0008272	DISO	abnormal endochondral bone ossification	NA	NA
MP:0000857	DISO	abnormal cerebellar foliation	NA	NA
MP:0006263	DISO	decreased systemic arterial diastolic blood pressure	NA	NA
FBbt:00001103PHENOTYPE	DISO	Drosophila longitudinal connective phenotype	NA	NA
WBPhenotype:0000351	DISO	failure to hatch	NA	NA
MP:0004815	DISO	abnormal somatic hypermutation frequency	NA	NA
MONARCH:APO_0000265APO_0000249	GENO	cell cycle progression in telophase:delayed	NA	NA
AQTLTrait:1117	DISO	Chest depth	NA	NA
MP:0004860	DISO	dilated kidney collecting duct	NA	NA
GO:0008593PHENOTYPE	PHYS	regulation of Notch signaling pathway phenotype	NA	NA
MP:0004139	DISO	abnormal gastric parietal cell morphology	NA	NA
MP:0010869	DISO	decreased bone trabecula number	NA	NA
GO:0030157	PHYS	pancreatic juice secretion	NA	NA
ZP:0004910	DISO	abnormal(ly) present in greater numbers in organism CiD	NA	NA
MP:0010856	DISO	dilated respiratory conducting tubes	NA	NA
GO:0045664PHENOTYPE	PHYS	regulation of neuron differentiation phenotype	NA	NA
HP:0008516	DISO	Abnormality of the vertebral spinous processes	NA	NA
MP:0011506	DISO	glomerular crescent	NA	NA
MP:0004076	DISO	abnormal vitelline vascular remodeling	NA	NA
ClinVarVariant:474226	VARI	NM_018297.3(NGLY1):c.550G>T (p.Val184Phe)	NA	NA
FBbt:00001846PHENOTYPE	DISO	Drosophila mouth hooks phenotype	NA	NA
FBbt:00100497PHENOTYPE	DISO	adult glial cell phenotype	NA	NA
GO:0006468PHENOTYPE	PHYS	protein phosphorylation phenotype	NA	NA
GO:0048873PHENOTYPE	PHYS	homeostasis of number of cells within a tissue phenotype	NA	NA
HP:0003292	DISO	Decreased serum leptin	NA	NA
WBPhenotype:0001840	DISO	response to injury variant	NA	NA
MP:0009402	DISO	decreased skeletal muscle fiber diameter	NA	NA
MP:0008499	DISO	increased IgG1 level	NA	NA
MP:0003825	DISO	abnormal pillar cell morphology	NA	NA
MP:0001212	DISO	skin lesions	NA	NA
MONARCH:APO_0000034APO_0000003	GENO	mating efficiency:decreased	NA	NA
FBcv:0000433	DISO	cytokinesis defective	NA	NA
ClinVarVariant:382111	VARI	NM_018297.3(NGLY1):c.-43G>C	NA	NA
MP:0010169	DISO	decreased CD4-positive, CD25-positive, alpha-beta regulatory T cell number	NA	NA
FBbt:00002926PHENOTYPE	DISO	Drosophila abdominal 6 ventral denticle belt phenotype	NA	NA
GO:0021628PHENOTYPE	PHYS	olfactory nerve formation phenotype	NA	NA
MP:0010876	DISO	decreased bone volume	NA	NA
MP:0000601	DISO	small liver	NA	NA
ZP:0002230	DISO	abnormal(ly) decreased length CaP motoneuron axon	NA	NA
MP:0003840	DISO	abnormal coronal suture morphology	NA	NA
FBbt:00005215PHENOTYPE	DISO	Drosophila chordotonal organ phenotype	NA	NA
MONARCH:APO_0000255APO_0000247	GENO	cell cycle progression in G1 phase:decreased duration	NA	NA
MP:0000877	DISO	abnormal Purkinje cell morphology	NA	NA
MP:0004679	DISO	xiphoid process foramen	NA	NA
WBPhenotype:0001743	DISO	mitosis variant	NA	NA
FBbt:00003686PHENOTYPE	DISO	Drosophila Kenyon cell phenotype	NA	NA
MP:0003140	DISO	dilated heart atrium	NA	NA
ZP:0008611	DISO	abnormal(ly) absent caudal fin	NA	NA
MP:0000245	DISO	abnormal erythropoiesis	NA	NA
WBPhenotype:0000202	DISO	alae variant	NA	NA
FBbt:00000018PHENOTYPE	DISO	mesothoracic segment phenotype	NA	NA
MP:0008325	DISO	abnormal gonadotroph morphology	NA	NA
MP:0009285	DISO	increased gonadal fat pad weight	NA	NA
FBbt:00007401PHENOTYPE	DISO	Drosophila adult antennal lobe phenotype	NA	NA
WBPhenotype:0000012	DISO	dauer constitutive	NA	NA
FBcv:0000680	DISO	proboscis extension reflex defective	NA	NA
WBPhenotype:0000134	DISO	gene expression level reduced	NA	NA
FBbt:00003006PHENOTYPE	DISO	adult segment phenotype	NA	NA
MP:0020067	DISO	increased neocortex size	NA	NA
MP:0005352	DISO	small cranium	NA	NA
GO:0009653	PHYS	anatomical structure morphogenesis	NA	NA
MP:0005489	DISO	vascular smooth muscle hyperplasia	NA	NA
MP:0009450	DISO	abnormal axon fasciculation	NA	NA
MP:0002417	DISO	abnormal megakaryocyte morphology	NA	NA
FBbt:00004762PHENOTYPE	DISO	wing vein L4 phenotype	NA	NA
AQTLTrait:1302	DISO	Milk myristoleic acid percentage	NA	NA
FBcv:0000379	DISO	enhancer of variegation	NA	NA
GO:0015079	PHYS	potassium ion transmembrane transporter activity	NA	NA
MP:0001488	DISO	increased startle reflex	NA	NA
ZP:0002441	DISO	abnormal(ly) increased rate neuron apoptotic process	NA	NA
MP:0020408	DISO	altered susceptibility to induced thrombosis	NA	NA
GO:0015696PHENOTYPE	PHYS	ammonium transport phenotype	NA	NA
WBPhenotype:0001951	DISO	pachytene region organization variant	NA	NA
WBPhenotype:0002078	DISO	histone methylation variant	NA	NA
MP:0011078	DISO	increased macrophage cytokine production	NA	NA
FBbt:00001433PHENOTYPE	DISO	Drosophila embryonic ganglion mother cell phenotype	NA	NA
GO:0042472PHENOTYPE	PHYS	inner ear morphogenesis phenotype	NA	NA
MP:0009395	DISO	increased nucleated erythrocyte cell number	NA	NA
ZP:0010878	DISO	abnormal(ly) has extra parts of type otic vesicle towards hair cell	NA	NA
FBbt:00000328PHENOTYPE	DISO	embryonic/larval ganglionic branch 2 phenotype	NA	NA
