id:ID,:LABEL,preflabel,synonyms:IGNORE,description
HP:0002414,DISO,Spina bifida,NA,None
HP:0011029,DISO,Internal hemorrhage,NA,None
MP:0008329,DISO,decreased somatotroph cell number,NA,None
ZP:0003100,DISO,abnormal(ly) morphology pneumatic duct epithelium,NA,None
ClinVarVariant:424175,VARI,NM_018297.3(NGLY1):c.978_980delAGC (p.Glu326_Ala327delinsAsp),NA,None
GO:0031941PHENOTYPE,PHYS,filamentous actin phenotype,NA,None
WBPhenotype:0001180,DISO,accumulated germline cell corpses,NA,None
HP:0004362,DISO,Abnormality of enteric ganglion morphology,NA,None
GO:0005856PHENOTYPE,PHYS,cytoskeleton phenotype,NA,None
MP:0003313,DISO,abnormal locomotor activation,NA,None
WBPhenotype:0000184,DISO,apoptosis fails to occur,NA,None
ZP:0006945,DISO,abnormal(ly) disorganized motor neuron axon,NA,None
MP:0001179,DISO,thick pulmonary interalveolar septum,NA,None
ZP:0008741,DISO,abnormal(ly) disrupted neuron fate determination,NA,None
FBbt:00004505PHENOTYPE,DISO,Drosophila ocellus phenotype,NA,None
MP:0001142,DISO,abnormal vagina orifice morphology,NA,None
FBbt:00001069PHENOTYPE,DISO,embryonic stomatogastric nervous system phenotype,NA,None
MP:0003440,DISO,decreased glycerol level,NA,None
FBbt:00000845PHENOTYPE,DISO,Drosophila abdominal 5 lateral longitudinal muscle 1 phenotype,NA,None
UBERON:0001562,ANAT,digastric muscle group,NA,None
ZP:0003377,DISO,abnormal(ly) disorganized muscle cell myofibril,NA,None
MP:0009456,DISO,impaired cued conditioning behavior,NA,None
ZP:0001652,DISO,abnormal(ly) decreased length neural plate,NA,None
ZP:0003101,DISO,abnormal(ly) disoriented pneumatic duct epithelial cell,NA,None
MP:0009323,DISO,abnormal spleen development,NA,None
WBPhenotype:0001183,DISO,fat content reduced,NA,None
HP:0025028,DISO,Abnormality of enteric nervous system morphology,NA,None
FBcv:0000430,DISO,cell polarity defective,NA,None
WBPhenotype:0001971,DISO,germ cell compartment anucleate,NA,None
MP:0009511,DISO,distended stomach,NA,None
MP:0010809,DISO,abnormal Clara cell morphology,NA,None
MP:0003408,DISO,increased width of hypertrophic chondrocyte zone,NA,None
FBbt:00000602PHENOTYPE,DISO,Drosophila A1-7 ventral longitudinal muscle 1 phenotype,NA,None
MP:0001680,DISO,abnormal mesoderm development,NA,None
FBcv:0000392,DISO,hyperactive,NA,None
FBbt:00001332PHENOTYPE,DISO,Drosophila embryonic neuroblast phenotype,NA,None
FBcv:0000429,DISO,cell shape defective,NA,None
MP:0013025,DISO,increased Ly6C low monocyte number,NA,None
GO:0050803PHENOTYPE,PHYS,regulation of synapse structure or activity phenotype,NA,None
MP:0000601,DISO,small liver,NA,None
MP:0008481,DISO,increased spleen germinal center number,NA,None
MP:0005166,DISO,decreased susceptibility to injury,NA,None
MESH:D011230,DISO,Precancerous Conditions,NA,None
MP:0010249,DISO,lactation failure,NA,None
ZP:0000676,DISO,abnormal(ly) increased rate cell proliferation,NA,None
WBPhenotype:0001569,DISO,body wall muscle myosin organization defective,NA,None
FBbt:00001812PHENOTYPE,DISO,posterior dorsal histoblast nest abdominal 3 phenotype,NA,None
MP:0010661,DISO,ascending aorta aneurysm,NA,None
GO:0046878,PHYS,positive regulation of saliva secretion,NA,None
GO:0042127PHENOTYPE,PHYS,regulation of cell proliferation phenotype,NA,None
ZP:0011458,DISO,abnormal(ly) increased branchiness primary motor neuron axon,NA,None
FBbt:00007021PHENOTYPE,DISO,embryonic/larval oenocyte precursor phenotype,NA,None
MP:0000422,DISO,delayed hair appearance,NA,None
MP:0008752,DISO,abnormal tumor necrosis factor level,NA,None
FBbt:00004860PHENOTYPE,DISO,Drosophila germline cell phenotype,NA,None
MP:0005670,DISO,abnormal white adipose tissue physiology,NA,None
MP:0005325,DISO,abnormal renal glomerulus morphology,NA,None
FBbt:00004970PHENOTYPE,DISO,cuticle phenotype,NA,None
ZP:0001488,DISO,abnormal(ly) disorganized somite,NA,None
MP:0003953,DISO,abnormal hormone level,NA,None
FBbt:00005636PHENOTYPE,DISO,embryonic anterior Malpighian tubule phenotype,NA,None
FBbt:00005156PHENOTYPE,DISO,Drosophila mechanosensory sensory organ phenotype,NA,None
MP:0008044,DISO,increased NK cell number,NA,None
FBcv:0000411,DISO,visual behavior defective,NA,None
GO:0030856PHENOTYPE,PHYS,regulation of epithelial cell differentiation phenotype,NA,None
ZP:0006768,DISO,abnormal(ly) malformed splanchnocranium,NA,None
WBPhenotype:0000697,DISO,protruding vulva,NA,None
HP:0100689,DISO,Decreased corneal thickness,NA,None
MP:0009082,DISO,uterus cysts,NA,None
WBPhenotype:0000885,DISO,engulfment variant,NA,None
MP:0001700,DISO,abnormal embryo turning,NA,None
WBPhenotype:0000774,DISO,gametogenesis variant,NA,None
MP:0008789,DISO,abnormal olfactory epithelium morphology,NA,None
ZP:0002182,DISO,abnormal(ly) decreased process quality sprouting angiogenesis,NA,None
FBbt:00004933PHENOTYPE,DISO,cyst progenitor cell phenotype,NA,None
ZP:0003283,DISO,abnormal(ly) aplastic horizontal myoseptum,NA,None
MP:0002718,DISO,abnormal inner cell mass morphology,NA,None
MP:0002942,DISO,decreased circulating alanine transaminase level,NA,None
AQTLTrait:1066,GENO,PTA type,NA,None
MP:0002044,DISO,increased colonic adenoma incidence,NA,None
FBbt:00004769PHENOTYPE,DISO,wing cell phenotype,NA,None
FBbt:00004342PHENOTYPE,DISO,Drosophila trichome of the posterior wing margin phenotype,NA,None
MP:0013567,DISO,gastric gland atrophy,NA,None
MP:0003871,DISO,abnormal myelin sheath morphology,NA,None
ZP:0000359,DISO,abnormal(ly) decreased size forebrain,NA,None
:.well-known/genid/MGI103201-VLU-MGI107387-VLU-MGI108391-VLU-MGI108554-VLU-MGI109234-VLU-MGI109304-VLU-MGI109536-VLU-MGI109548-VLU-MGI1096345-VLU-MGI1098533-VLU-MGI1202302-VLU-MGI1202397-VLU-MGI1298369-VLU-MGI1315213-VLU-MGI1341839-VLU-MGI1341847-VLU-MGI1347346-VLU-MGI1858313-VLU-MGI1858330-VLU-MGI1860197-VLU-MGI1862037-VLU-MGI1913496-VLU-MGI1913837-VLU-MGI1914689-VLU-MGI1914742-VLU-MGI1915760-VLU-MGI1915851-VLU-MGI1917193-VLU-MGI1918135-VLU-MGI1918659-VLU-MGI1918772-VLU-MGI1919019-VLU-MGI1921500-VLU-MGI1922664-VLU-MGI1922790-VLU-MGI1923665-VLU-MGI1923935-VLU-MGI1924140-VLU-MGI1929289-VLU-MGI1932389-VLU-MGI2135601-VLU-MGI2142195-VLU-MGI2442266-VLU-MGI2442600-VLU-MGI2443417-VLU-MGI2443713-VLU-MGI2444047-VLU-MGI2444178-VLU-MGI2444371-VLU-MGI2652818-VLU-MGI2673874-VLU-MGI2682211-VLU-MGI2685287-VLU-MGI2685483-VLU-MGI2685720-VLU-MGI3030137-VLU-MGI3030199-VLU-MGI3030372-VLU-MGI3030587-VLU-MGI3031053-VLU-MGI3045962-VLU-MGI3606242-VLU-MGI3615275-VLU-MGI3648937-VLU-MGI3652306-VLU-MGI5477151-VLU-MGI88382-VLU-MGI88452-VLU-MGI894810-VLU-MGI95480-VLU-MGI95489-VLU-MGI95514-VLU-MGI95752-VLU-MGI96770-VLU-GENO0000649-MMRRC041819,GENO,Aqp1<?>/?; Aqp4<?>/?; Kif1a<?>/?; Dab1<?>/?; Kif21b<?>/?; Olfr31<?>/?; Itih4<?>/?; Adam10<?>/?; Gckr<?>/?; Ints9<?>/?; Pms1<?>/?; Ints6<?>/?; Pcdha7<?>/?; Nrip1<?>/?; Nod1<?>/?; Hhip<?>/?; Adamts7<?>/?; Uba2<?>/?; Nxf1<?>/?; Wdr7<?>/?; Slc12a5<?>/?; Osgep<?>/?; Fastk<?>/?; Xab2<?>/?; Zfand4<?>/?; Ints1<?>/?; Qars<?>/?; Lrch4<?>/?; Ints10<?>/?; Fmnl2<?>/?; Ggt6<?>/?; Bbs10<?>/?; Tmem110<?>/?; Ccnl1<?>/?; Fpgt<?>/?; Fam187b<?>/?; Eif4g3<?>/?; Memo1<?>/?; Adrm1<?>/?; Tlr9<?>/?; Slc1a4<?>/?; Leng8<?>/?; Zfp367<?>/?; Adamts18<?>/?; Tmem74<?>/?; Ythdc1<?>/?; Pgghg<?>/?; 9930022D16Rik<?>/?; B130006D01Rik<?>/?; Dcdc2a<?>/?; P2ry6<?>/?; Rxfp1<?>/?; Zfp804b<?>/?; Gsg1l<?>/?; Acss3<?>/?; Olfr303<?>/?; Olfr365<?>/?; Olfr538<?>/?; Olfr753-ps1<?>/?; Olfr1219<?>/?; Crocc2<?>/?; Nostrin<?>/?; Klk13<?>/?; Gm6588<?>/?; Krtap4-8<?>/?; Gm26657<?>/?; F5<?>/?; Col2a1<?>/?; Uty<?>/?; Fancc<?>/?; Fbn1<?>/?; Fes<?>/?; Gls<?>/?; Lef1<?>/? [n.s.],NA,None
ZP:0005659,DISO,abnormal(ly) process quality respiratory gaseous exchange,NA,None
MP:0009264,DISO,failure of eyelid fusion,NA,None
FBbt:00005624PHENOTYPE,DISO,Drosophila embryonic/larval midgut primordium phenotype,NA,None
AQTLTrait:1252,GENO,Milk myristic acid percentage,NA,None
GO:0005267,PHYS,potassium channel activity,NA,None
MP:0005334,DISO,abnormal fat pad morphology,NA,None
MP:0003241,DISO,loss of cortex neurons,NA,None
ZP:0001460,DISO,abnormal(ly) deformed notochord,NA,None
MP:0004978,DISO,decreased B-1 B cell number,NA,None
MP:0010373,DISO,myeloid hyperplasia,NA,None
FBbt:01004296PHENOTYPE,DISO,sex comb tooth phenotype,NA,None
HP:0030769,DISO,Exencephaly,NA,None
ZP:0002190,DISO,abnormal(ly) deformed trunk,NA,None
MP:0001715,DISO,placental labyrinth hypoplasia,NA,None
FBcv:0000725,DISO,oxidative stress response defective,NA,None
MP:0004076,DISO,abnormal vitelline vascular remodeling,NA,None
GO:0060571PHENOTYPE,PHYS,morphogenesis of an epithelial fold phenotype,NA,None
ZP:0000581,DISO,abnormal(ly) edematous cranium,NA,None
MP:0003674,DISO,oxidative stress,NA,None
WBPhenotype:0000523,DISO,chemical response variant,NA,None
MP:0004679,DISO,xiphoid process foramen,NA,None
ZP:0010999,DISO,abnormal(ly) premature myelination,NA,None
ZP:0002088,DISO,abnormal(ly) disrupted regulation of fibroblast growth factor receptor signaling pathway,NA,None
ZP:0009991,DISO,abnormal(ly) decreased process quality CaP motoneuron axon extension,NA,None
FBbt:00005649PHENOTYPE,DISO,embryonic somatic muscle phenotype,NA,None
HP:0008734,DISO,Decreased testicular size,NA,None
FBbt:00001582PHENOTYPE,DISO,Drosophila EW neuron phenotype,NA,None
MP:0004276,DISO,abnormal medial ganglionic eminence morphology,NA,None
FBbt:00004908PHENOTYPE,DISO,nurse follicle cell phenotype,NA,None
MP:0005643,DISO,decreased dopamine level,NA,None
MP:0010961,DISO,increased compact bone mass,NA,None
HP:0011001,DISO,Increased bone mineral density,NA,None
MP:0013501,DISO,increased fibroblast apoptosis,NA,None
WBPhenotype:0001375,DISO,transgene expression undetectable,NA,None
GO:0007417PHENOTYPE,PHYS,central nervous system development phenotype,NA,None
FBbt:00001813PHENOTYPE,DISO,Drosophila posterior dorsal histoblast nest abdominal 4 phenotype,NA,None
MP:0004448,DISO,abnormal presphenoid bone morphology,NA,None
MP:0000583,DISO,long toenails,NA,None
MP:0000627,DISO,abnormal mammary gland morphology,NA,None
GO:0008544PHENOTYPE,PHYS,epidermis development phenotype,NA,None
MP:0006029,DISO,abnormal sclerotome morphology,NA,None
MP:0011078,DISO,increased macrophage cytokine production,NA,None
MP:0008210,DISO,increased mature B cell number,NA,None
GO:0009791PHENOTYPE,PHYS,post-embryonic development phenotype,NA,None
WBPhenotype:0001486,DISO,unfolded protein accumulation,NA,None
MP:0010967,DISO,increased compact bone area,NA,None
AQTLTrait:1053,GENO,Average daily gain,NA,None
MP:0002621,DISO,delayed neural tube closure,NA,None
GO:0050801PHENOTYPE,PHYS,ion homeostasis phenotype,NA,None
MP:0009873,DISO,abnormal aorta tunica media morphology,NA,None
FBbt:00000626PHENOTYPE,DISO,A1-7 lateral transverse muscle phenotype,NA,None
MP:0009931,DISO,abnormal skin appearance,NA,None
FBbt:00005177PHENOTYPE,DISO,Drosophila chaeta phenotype,NA,None
MP:0005088,DISO,increased acute inflammation,NA,None
MP:0005462,DISO,abnormal mast cell differentiation,NA,None
MP:0000930,DISO,wavy neural tube,NA,None
MP:0005089,DISO,decreased double-negative T cell number,NA,None
FBbt:00005183PHENOTYPE,DISO,Drosophila sensillum campaniformium phenotype,NA,None
FBbt:00004763PHENOTYPE,DISO,wing vein L5 phenotype,NA,None
MP:0010179,DISO,rough coat,NA,None
ZP:0000396,DISO,abnormal(ly) decreased amount nucleate erythrocyte,NA,None
ZP:0002185,DISO,abnormal(ly) disrupted neuron projection development,NA,None
MP:0002944,DISO,increased lactate dehydrogenase level,NA,None
HP:0001547,DISO,Abnormality of the rib cage,NA,None
MP:0002109,DISO,abnormal limb morphology,NA,None
MP:0000377,DISO,abnormal hair follicle morphology,NA,None
FBbt:00005744PHENOTYPE,DISO,Drosophila embryonic dorsal epidermis phenotype,NA,None
ZP:0003927,DISO,abnormal(ly) present in greater numbers in organism oligodendrocyte,NA,None
MP:0010202,DISO,focal dorsal hair loss,NA,None
ZP:0004009,DISO,abnormal(ly) size head,NA,None
FBbt:00005390PHENOTYPE,DISO,Drosophila pupal thorax phenotype,NA,None
MP:0008828,DISO,abnormal lymph node cell ratio,NA,None
FBcv:0000421,DISO,touch response defective,NA,None
FBbt:00004739PHENOTYPE,DISO,Drosophila 2nd axillary sclerite phenotype,NA,None
ClinVarVariant:382111,VARI,NM_018297.3(NGLY1):c.-43G>C,NA,None
FBbt:00004931PHENOTYPE,DISO,cyst cell phenotype,NA,None
MP:0004401,DISO,increased cochlear outer hair cell number,NA,None
GO:0060742PHENOTYPE,PHYS,epithelial cell differentiation involved in prostate gland development phenotype,NA,None
MP:0000630,DISO,mammary gland hyperplasia,NA,None
MP:0006429,DISO,abnormal hyaline cartilage morphology,NA,None
WBPhenotype:0001952,DISO,germline nuclear positioning variant,NA,None
HP:0007485,DISO,Absence of subcutaneous fat,NA,None
WBPhenotype:0001954,DISO,diplotene absent during oogenesis,NA,None
MP:0005659,DISO,decreased susceptibility to diet-induced obesity,NA,None
HP:0011018,DISO,Abnormality of the cell cycle,NA,None
MP:0010111,DISO,abnormal renal calcium reabsorbtion,NA,None
GO:0085018,PHYS,maintenance of symbiont-containing vacuole by host,NA,None
MP:0011024,DISO,abnormal branching involved in lung morphogenesis,NA,None
WBPhenotype:0000136,DISO,mRNA levels increased,NA,None
MP:0008959,DISO,abnormal spongiotrophoblast cell morphology,NA,None
FBbt:00007328PHENOTYPE,DISO,Drosophila segmental nerve branch SNa of A1-7 phenotype,NA,None
ZP:0003184,DISO,abnormal(ly) aplastic dorsal longitudinal anastomotic vessel,NA,None
MMRRC:042662,GENO,C57BL/6J-MtgxR5073Btlr,NA,None
MP:0008083,DISO,decreased single-positive T cell number,NA,None
MP:0004149,DISO,increased bone strength,NA,None
FBbt:00002019PHENOTYPE,DISO,Drosophila lch5 neuron phenotype,NA,None
MP:0001280,DISO,loss of vibrissae,NA,None
WBPhenotype:0000646,DISO,sluggish,NA,None
HP:0006270,DISO,Hypoplastic spleen,NA,None
MP:0005282,DISO,decreased fatty acid level,NA,None
FBbt:00004871PHENOTYPE,DISO,germarium region 2b phenotype,NA,None
GO:0070374PHENOTYPE,PHYS,positive regulation of ERK1 and ERK2 cascade phenotype,NA,None
FBbt:01005220PHENOTYPE,DISO,Drosophila denticle row phenotype,NA,None
FBbt:00001815PHENOTYPE,DISO,posterior dorsal histoblast nest abdominal 6 phenotype,NA,None
MP:0002145,DISO,abnormal T cell differentiation,NA,None
FBbt:00000212PHENOTYPE,DISO,Drosophila embryonic/larval dorsal trunk phenotype,NA,None
HP:0002446,DISO,Astrocytosis,NA,None
FBbt:00001102PHENOTYPE,DISO,Drosophila ventral nerve cord phenotype,NA,None
ZP:0000321,DISO,abnormal(ly) increased size fourth ventricle,NA,None
HP:0002763,DISO,Abnormal cartilage morphology,NA,None
ZP:0006404,DISO,abnormal(ly) decreased size cranial cartilage,NA,None
MP:0000334,DISO,decreased granulocyte number,NA,None
MP:0005438,DISO,abnormal glycogen homeostasis,NA,None
MP:0008179,DISO,absent germinal center B cells,NA,None
HP:0000803,DISO,Renal cortical cysts,NA,None
ZP:0007462,DISO,abnormal(ly) disrupted myotome development,NA,None
GO:0050728PHENOTYPE,PHYS,negative regulation of inflammatory response phenotype,NA,None
MP:0009285,DISO,increased gonadal fat pad weight,NA,None
MP:0005489,DISO,vascular smooth muscle hyperplasia,NA,None
MP:0004860,DISO,dilated kidney collecting duct,NA,None
FBbt:00000197PHENOTYPE,DISO,posterior spiracle primordium phenotype,NA,None
FBbt:00002910PHENOTYPE,DISO,abdominal 6 ventral monoscolopidial chordotonal organ vch1 phenotype,NA,None
MP:0003209,DISO,abnormal pulmonary elastic fiber morphology,NA,None
FBbt:00004311PHENOTYPE,DISO,posterior postalar bristle phenotype,NA,None
MP:0004256,DISO,abnormal maternal decidual layer morphology,NA,None
FBbt:00004231PHENOTYPE,DISO,primary pigment cell phenotype,NA,None
WBPhenotype:0001974,DISO,germ cell compartment small,NA,None
FBbt:00057009PHENOTYPE,DISO,Drosophila head cyst cell phenotype,NA,None
WBPhenotype:0000578,DISO,body axis development variant,NA,None
MP:0005376,DISO,homeostasis/metabolism phenotype,NA,None
FBbt:00001389PHENOTYPE,DISO,neuroblast NB4-2 phenotype,NA,None
AQTLTrait:1137,GENO,Dairy form,NA,None
MP:0009377,DISO,ectopic manchette,NA,None
MP:0001539,DISO,decreased caudal vertebrae number,NA,None
FBbt:00004313PHENOTYPE,DISO,Drosophila anterior scutellar bristle phenotype,NA,None
WBPhenotype:0000710,DISO,intestinal morphology variant,NA,None
FBbt:00000172PHENOTYPE,DISO,embryonic abdominal segment phenotype,NA,None
MP:0000278,DISO,abnormal myocardial fiber morphology,NA,None
GO:0060070PHENOTYPE,PHYS,canonical Wnt signaling pathway phenotype,NA,None
ZP:0002187,DISO,abnormal(ly) has fewer parts of type brain vasculature towards central artery,NA,None
ZP:0001382,DISO,abnormal(ly) morphology retinal inner nuclear layer,NA,None
MP:0020389,DISO,increased radial glial cell number,NA,None
MP:0008411,DISO,decreased cellular sensitivity to ultraviolet irradiation,NA,None
FBbt:00003923PHENOTYPE,DISO,Drosophila deuterocerebrum phenotype,NA,None
MP:0002357,DISO,abnormal spleen white pulp morphology,NA,None
MP:0012139,DISO,increased forebrain size,NA,None
FBbt:00007386PHENOTYPE,DISO,Drosophila adult olfactory receptor neuron phenotype,NA,None
FBbt:00002056PHENOTYPE,DISO,Drosophila ventral multidendritic neuron vdaB phenotype,NA,None
MP:0020089,DISO,increased susceptibility to diet-induced non-insulin dependent diabetes,NA,None
FBbt:00000328PHENOTYPE,DISO,embryonic/larval ganglionic branch 2 phenotype,NA,None
ZP:0001318,DISO,abnormal(ly) present in fewer numbers in organism ceratobranchial cartilage,NA,None
MP:0003657,DISO,abnormal erythrocyte osmotic lysis,NA,None
MP:0005326,DISO,abnormal podocyte morphology,NA,None
MP:0009712,DISO,impaired conditioned place preference behavior,NA,None
FBbt:00005382PHENOTYPE,DISO,Drosophila salivary gland phenotype,NA,None
GO:0007368PHENOTYPE,PHYS,determination of left/right symmetry phenotype,NA,None
WBPhenotype:0001018,DISO,cytokinesis variant emb,NA,None
MP:0009378,DISO,abnormal endoplasmic reticulum morphology,NA,None
GO:0060349PHENOTYPE,PHYS,bone morphogenesis phenotype,NA,None
ZP:0001052,DISO,abnormal(ly) morphology mandibular arch skeleton,NA,None
ZP:0003370,DISO,abnormal(ly) absent nervous system caveola,NA,None
FBbt:00003708PHENOTYPE,DISO,lamina phenotype,NA,None
FBbt:00007163PHENOTYPE,DISO,Drosophila ventral arm of pharyngeal sclerite phenotype,NA,None
MP:0008332,DISO,decreased lactotroph cell number,NA,None
MP:0009450,DISO,abnormal axon fasciculation,NA,None
FBbt:00000475PHENOTYPE,DISO,Drosophila dorsal acute muscle phenotype,NA,None
MP:0030143,DISO,facial muscle spasm,NA,None
HP:0003540,DISO,Impaired platelet aggregation,NA,None
MP:0001522,DISO,impaired swimming,NA,None
FBbt:00000126PHENOTYPE,DISO,Drosophila mesoderm phenotype,NA,None
:.well-known/genid/person-3199-1,GENO,affected male proband with Congenital disorder of deglycosylation,NA,None
MP:0008498,DISO,decreased IgG3 level,NA,None
MP:0003917,DISO,increased kidney weight,NA,None
FBbt:00003006PHENOTYPE,DISO,adult segment phenotype,NA,None
WBPhenotype:0000717,DISO,gene expression variant,NA,None
FBbt:00000234PHENOTYPE,DISO,Drosophila lateral trunk anterior branch phenotype,NA,None
FBcv:0000398,DISO,memory defective,NA,None
FBbt:00004761PHENOTYPE,DISO,wing vein L3 phenotype,NA,None
WBPhenotype:0002185,DISO,ectopic endoderm,NA,None
ZP:0004556,DISO,abnormal(ly) disorganized forerunner cell group,NA,None
WBPhenotype:0001751,DISO,organism hypertonic lethality increased,NA,None
MP:0000166,DISO,abnormal chondrocyte morphology,NA,None
MP:0001792,DISO,impaired wound healing,NA,None
MP:0004840,DISO,increased Deiters cell number,NA,None
MP:0003051,DISO,curly tail,NA,None
FBcv:0002025,DISO,lethal - all die during pharate adult stage,NA,None
MP:0004179,DISO,transmission ratio distortion,NA,None
MP:0011109,DISO,"lethality throughout fetal growth and development, incomplete penetrance",NA,None
ZP:0005237,DISO,abnormal(ly) mislocalised ventrally Meckel's cartilage,NA,None
MP:0010763,DISO,abnormal hematopoietic stem cell physiology,NA,None
WBPhenotype:0000146,DISO,organism temperature response variant,NA,None
ZP:0002184,DISO,abnormal(ly) disrupted midbrain development,NA,None
MP:0000787,DISO,abnormal telencephalon morphology,NA,None
MP:0010784,DISO,abnormal forestomach morphology,NA,None
ZP:0004008,DISO,abnormal(ly) decreased width cranial nerve II,NA,None
MP:0003402,DISO,decreased liver weight,NA,None
MP:0011677,DISO,abnormal olfactory sensory neuron physiology,NA,None
ZP:0000532,DISO,abnormal(ly) increased size heart,NA,None
MP:0002118,DISO,abnormal lipid homeostasis,NA,None
ZP:0003367,DISO,abnormal(ly) absent somite myofibril,NA,None
MP:0001349,DISO,excessive tearing,NA,None
MP:0011926,DISO,abnormal cardiac valve physiology,NA,None
FBbt:00004651PHENOTYPE,DISO,Drosophila tarsal segment 4 phenotype,NA,None
HP:0001719,DISO,Double outlet right ventricle,NA,None
GO:0060037PHENOTYPE,PHYS,pharyngeal system development phenotype,NA,None
MP:0008033,DISO,impaired lipolysis,NA,None
MP:0012099,DISO,decreased spongiotrophoblast size,NA,None
GO:0072686PHENOTYPE,PHYS,mitotic spindle phenotype,NA,None
FBbt:00001822PHENOTYPE,DISO,Drosophila ventral histoblast nest abdominal 4 phenotype,NA,None
ZP:0011269,DISO,abnormal(ly) open neural tube,NA,None
FBbt:00005202PHENOTYPE,DISO,denticle row 1 phenotype,NA,None
FBbt:00002683PHENOTYPE,DISO,cirri phenotype,NA,None
MP:0002654,DISO,spongiform encephalopathy,NA,None
GO:0072014PHENOTYPE,PHYS,proximal tubule development phenotype,NA,None
FBcv:0000362,DISO,increased cell number,NA,None
MP:0001541,DISO,abnormal osteoclast physiology,NA,None
MP:0009780,DISO,abnormal chondrocyte physiology,NA,None
HP:0000559,DISO,Corneal scarring,NA,None
GO:0008593PHENOTYPE,PHYS,regulation of Notch signaling pathway phenotype,NA,None
MP:0030006,DISO,decreased retinal apoptosis,NA,None
ZP:0001984,DISO,abnormal(ly) decreased length basihyal cartilage,NA,None
NCBIGene:100025904,GENE,DERL1,NA,None
HP:0012372,DISO,Abnormal eye morphology,NA,None
GO:0071805,PHYS,potassium ion transmembrane transport,NA,None
MP:0004883,DISO,abnormal vascular wound healing,NA,None
FBbt:00000406PHENOTYPE,DISO,embryonic/larval spiracle phenotype,NA,None
MP:0008059,DISO,abnormal podocyte foot process morphology,NA,None
FBbt:00001382PHENOTYPE,DISO,Drosophila neuroblast MP2 phenotype,NA,None
FBbt:00000093PHENOTYPE,DISO,Drosophila ventral midline phenotype,NA,None
FBbt:00004331PHENOTYPE,DISO,medial triple row phenotype,NA,None
MP:0000877,DISO,abnormal Purkinje cell morphology,NA,None
FBbt:00005174PHENOTYPE,DISO,Drosophila eo neuron phenotype,NA,None
ZP:0000035,DISO,abnormal(ly) malformed midbrain hindbrain boundary,NA,None
MP:0002314,DISO,abnormal respiratory mechanics,NA,None
MP:0002673,DISO,abnormal sperm number,NA,None
ZFIN:ZDB-GENE-060130-237,GENE,mtus2b,NA,None
MP:0001155,DISO,arrest of spermatogenesis,NA,None
GO:0045604PHENOTYPE,PHYS,regulation of epidermal cell differentiation phenotype,NA,None
ZP:0001277,DISO,abnormal(ly) circular photoreceptor cell,NA,None
HP:0410043,DISO,Abnormal neural tube morphology,NA,None
FBbt:00000685PHENOTYPE,DISO,Drosophila abdominal 2 dorsal acute muscle 1 phenotype,NA,None
WBPhenotype:0000715,DISO,muscle excess,NA,None
MP:0009653,DISO,abnormal palate development,NA,None
WBPhenotype:0000018,DISO,pharyngeal pumping increased,NA,None
WBPhenotype:0000040,DISO,one cell arrest early emb,NA,None
MP:0014134,DISO,abnormal embryo morphology,NA,None
MP:0011044,DISO,increased lung elastance,NA,None
ZP:0008609,DISO,abnormal(ly) disorganized neuron microtubule cytoskeleton,NA,None
GO:0021954PHENOTYPE,PHYS,central nervous system neuron development phenotype,NA,None
MP:0005329,DISO,abnormal myocardium layer morphology,NA,None
MP:0008128,DISO,abnormal brain internal capsule morphology,NA,None
MP:0011939,DISO,increased food intake,NA,None
HP:0000498,DISO,Blepharitis,NA,None
MP:0002175,DISO,decreased brain weight,NA,None
GO:0005813PHENOTYPE,PHYS,centrosome phenotype,NA,None
HP:0005133,DISO,Right ventricular dilatation,NA,None
MP:0005026,DISO,decreased susceptibility to parasitic infection,NA,None
FBbt:00002027PHENOTYPE,DISO,Drosophila dorsal multidendritic neuron ddaC phenotype,NA,None
ZP:0000420,DISO,abnormal(ly) morphology lens,NA,None
MP:0008457,DISO,abnormal cortical intermediate zone morphology,NA,None
ClinVarVariant:382085,VARI,NM_018297.3(NGLY1):c.1261-11A>G,NA,None
ZP:0002230,DISO,abnormal(ly) decreased length CaP motoneuron axon,NA,None
MP:0003211,DISO,abnormal aorta elastic fiber morphology,NA,None
MP:0013157,DISO,increased KLRG1+ CD4 alpha beta T cell number,NA,None
FBbt:00000043PHENOTYPE,DISO,Drosophila micropyle phenotype,NA,None
WBPhenotype:0001597,DISO,muscle missing,NA,None
MP:0003849,DISO,greasy coat,NA,None
MP:0001545,DISO,abnormal hematopoietic system physiology,NA,None
WBPhenotype:0001885,DISO,cleavage furrow initiation defective early emb,NA,None
MP:0002063,DISO,abnormal learning/memory/conditioning,NA,None
GO:0048786PHENOTYPE,PHYS,presynaptic active zone phenotype,NA,None
MP:0008663,DISO,increased interleukin-12 secretion,NA,None
FBcv:0000393,DISO,pain response defective,NA,None
WBPhenotype:0000365,DISO,embryo osmotic integrity defective early emb,NA,None
MP:0002199,DISO,abnormal brain commissure morphology,NA,None
GO:0035253PHENOTYPE,PHYS,ciliary rootlet phenotype,NA,None
MP:0002209,DISO,decreased germ cell number,NA,None
MP:0010506,DISO,prolonged RR interval,NA,None
MP:0004856,DISO,decreased ovary weight,NA,None
MP:0001290,DISO,delayed eyelid opening,NA,None
MP:0011957,DISO,decreased compensatory feeding amount,NA,None
ZP:0000153,DISO,abnormal(ly) increased width somite,NA,None
MP:0013517,DISO,increased KLRG1-positive CD4-negative NK T cell number,NA,None
